conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1810187570418262037,Mon Jul 08 05:42:03 +0000 2024,0,Ada yg prnh nyoba alternatif behel kyk rata id gtu ga ges dsini? Bagus gasi kek gtu? Apa mending behel aj skalian?,1810187570418262037,,,in,,0,3,0,https://x.com/undefined/status/1810187570418262037,1135894700181794818,
1806248771539615755,Sat Jun 29 02:00:21 +0000 2024,0,@kakaknyaleo @RYABGL tapi emang rata rata id pegawai bumn itu emoney kak kalau yang payrollnya bank bank bumn macem bni bri mandiri gt. Udah bagian dr kolaborasi bumn.,1806870290066186351,,kakaknyaleo,in,,0,0,0,https://x.com/undefined/status/1806870290066186351,78487890,
1802255909143622042,Sun Jun 16 10:02:53 +0000 2024,0,@ayybi131 banget soalnya jadi di pukul rata ID's indo begitu semua,1802280678412943378,,ayybi131,in,,0,0,0,https://x.com/undefined/status/1802280678412943378,256926076,
1801823060250792205,Sat Jun 15 03:44:28 +0000 2024,0,@FirstMediaCares min ini inet knp ya dari semalem lemot bngt dan kecepatan nya sangat di bawah rata-rata Id: 10127996 https://t.co/0jCn15KBod,1801823060250792205,https://pbs.twimg.com/media/GQFchIla0AALgA9.jpg,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1801823060250792205,1386351665297563649,
1797864610063925324,Tue Jun 04 11:47:15 +0000 2024,0,@athazalea @BaseBDG oalaa kaya https://t.co/Q8cgmE3GhA yaa masih avail kahh nder?,1797958291739517294,,athazalea,in,,0,0,0,https://x.com/undefined/status/1797958291739517294,879376506270605312,
1784597382690439364,Mon Apr 29 05:59:38 +0000 2024,0,@IchaVarma Ini kalo pake aligner pake rata id hasilnya bakalan sama gak kaya pake behel?,1784824846557618400,,IchaVarma,in,,0,2,0,https://x.com/undefined/status/1784824846557618400,1563460447608934402,
1780212271173775543,Tue Apr 16 12:30:54 +0000 2024,0,Saran dari @iarwian buat janji untuk scalling di https://t.co/FwHGyKxQCd tapi sangat mindon gaweni dan mbuleti kalo kata orang Tunisia,1780212271173775543,,,in,,0,1,0,https://x.com/undefined/status/1780212271173775543,63098743,
1777837743340695653,Wed Apr 10 00:37:27 +0000 2024,0,@depeeyy Rata id: ,1777858395980382584,,depeeyy,in,,0,1,0,https://x.com/undefined/status/1777858395980382584,774157825,
1772740663840301088,Tue Mar 26 22:29:31 +0000 2024,1,@sczeve Gigi gue berantakan banget dan udah ke Rata ID dan sekarang masih perawatan yang belasan juta buat benerin yang seumur hidup bikin insecure :'),1772752770631909765,,sczeve,in,,0,1,0,https://x.com/undefined/status/1772752770631909765,1566106261250158592,
1772596013171085558,Tue Mar 26 15:23:03 +0000 2024,0,@sungcebann @convomf Mending behel ke sp orto apa pake aligner rata id ya?,1772645449272349057,,sungcebann,in,,0,1,0,https://x.com/undefined/status/1772645449272349057,1360963694859980801,
1769024695905698141,Sat Mar 16 18:21:21 +0000 2024,1,@syayangkamyu Rata id,1769066438189293751,,syayangkamyu,in,,0,0,0,https://x.com/undefined/status/1769066438189293751,1219268178238296066,
1764575656887857349,Mon Mar 04 08:56:35 +0000 2024,0,Bjir rata id enggak punya twitter wedi tak paidu paling.,1764575656887857349,,,in,,0,0,0,https://x.com/undefined/status/1764575656887857349,259628561,
1753751548214263900,Sat Mar 02 00:26:37 +0000 2024,0,@fullchankissed di rata id ?,1763722545155744110,,fullchankissed,in,,0,0,0,https://x.com/undefined/status/1763722545155744110,67914864,
1754423208592519255,Mon Feb 05 08:34:23 +0000 2024,0,rata id tuh legit gak sih,1754423208592519255,,,in,,0,1,0,https://x.com/undefined/status/1754423208592519255,1353323749576065025,
1749620203464564950,Tue Jan 23 02:28:57 +0000 2024,0,siteteh iklan rata. id di ig asa terngiang ngiang beungeutna:(((,1749620203464564950,,,in,,0,0,0,https://x.com/undefined/status/1749620203464564950,1157129686863888385,
1747463531921109175,Wed Jan 17 03:39:06 +0000 2024,0,Pake rata id itu worth it gasi?,1747463531921109175,,,in,,0,0,0,https://x.com/undefined/status/1747463531921109175,1316436368986316800,
1746201446100717674,Sat Jan 13 16:07:25 +0000 2024,0,@harycoth Katanya rata id nipu,1746202296923640283,,harycoth,in,,0,0,0,https://x.com/undefined/status/1746202296923640283,1553713066860109824,
1667560850469822465,Sun Jun 11 16:47:42 +0000 2023,0,@iamdewani @ainunrozi @howtodresvvell Kenapa milih https://t.co/scVLjtyVQj? Pertama krn ga mau behel. Gaada pantangan makan lebih fleksibel penggunaannya krn bisa lepas pasang (meski tetep penggunaan minimal 22 jam/hari lepas ketika makan dan sikat gigi) dan ga sakit berlebihan. Dan ada target gigi kita rata-,1667936656593424385,,dwisuryaartie14,in,,0,2,0,https://x.com/undefined/status/1667936656593424385,3224747521,
1667560850469822465,Sun Jun 11 16:25:07 +0000 2023,3,@iamdewani @ainunrozi @howtodresvvell Iyupss alhamdulillah kasus gigiku cocok dengan https://t.co/CRr3CJAAB1 . Menurutku mending ikut konsul awal dulu aja sambil nanya apakah kasus gigi kita cocok engganya pake Rata ini karena emang ga semua kasus gigi bisa di treatment dgn clear aligner,1667930974125191168,,iamdewani,in,,0,1,0,https://x.com/undefined/status/1667930974125191168,3224747521,
1667923277132742658,Sun Jun 11 15:54:32 +0000 2023,0,Alhamdulillaahh kaga jadi kemaren pake si rataid Walaupun ujungnya sampe sekarang kaga ada 1pun yg gur pake (baik aligner/behel) Tapi emang udah curigation sama brand ini pas mereka ngejar2 gue buat dp ‍ Gengges. Kek marketing asuransi/cc anjer,1667923277132742658,,,in,,0,0,0,https://x.com/undefined/status/1667923277132742658,1540606508777340928,
1667918498000146433,Sun Jun 11 15:35:33 +0000 2023,0,Rata id langsung ⤵️,1667918498000146433,,,in,,0,0,0,https://x.com/undefined/status/1667918498000146433,104087010,
1657449697555120128,Sun Jun 11 15:01:41 +0000 2023,1,CHATAN GUE SAMA KORBAN RATA ID LAINNYA SKSKWKWKWK dia lebih parah sih uang bener2 ga di refund ke klinik aje belom https://t.co/Efw6ODuegk,1667909977946873856,https://pbs.twimg.com/media/FyWbRsRaEAAxnJO.jpg,energydrinkity,in,,0,1,0,https://x.com/undefined/status/1667909977946873856,1543438804237037568,
1667888439327617025,Sun Jun 11 13:36:06 +0000 2023,1,Dari awal emang udah paling bener rapihin gigi ke dokter gigi ahli ortho ya teman2~ Harga juga gak mahal banget kok. Gue malah shock banget tau harga https://t.co/0W3swd1h96 tuh segini. Asli jauh lebih terjangkau drg ortho lebih terjamin juga treatment &amp; hasilnya,1667888439327617025,,,in,,0,0,1,https://x.com/undefined/status/1667888439327617025,199111806,
1667872482781724672,Sun Jun 11 12:32:42 +0000 2023,1,Mending behelan ke dr gigi mba dah pasti bagus walo menyiksa. Keknya emang aligner itu bukannya dipakenya setelah behel ya cuma biar gigi2nya ga berantakan lagi Banyak case malah makin berantakan giginya pake rata(.)id ini,1667872482781724672,,,in,,0,0,0,https://x.com/undefined/status/1667872482781724672,172355342,
1667560850469822465,Sun Jun 11 10:52:08 +0000 2023,0,@howtodresvvell wahhh parah sih makasih loh mba hampir saya mau ratain gigi bawa pake https://t.co/n6JmB152t3,1667847175303487488,,howtodresvvell,in,,0,0,0,https://x.com/undefined/status/1667847175303487488,1011441274992320512,
1667805942166200320,Sun Jun 11 08:08:17 +0000 2023,5,Akhirnya ada yang up nih jasa gigi by rata id Mereka salah satu yang aku blacklist karna gigi tuh salah satu kunci dari bentuk muka. Kalian nggak bisa sembarangan ngerubah harus tau keluhannya apa yang diilangin apa yang diisi. Rata id gak kasih edukasi customers! https://t.co/pI6No1N5m7,1667805942166200320,https://pbs.twimg.com/media/FyU8qenaIAE5JO2.jpg,,in,,0,0,0,https://x.com/undefined/status/1667805942166200320,536024858,
1667790889715126272,Sun Jun 11 07:08:28 +0000 2023,0,orang miskin kena tipu tukang gigi orang kaya kena tipu rata id,1667790889715126272,,,in,,0,0,0,https://x.com/undefined/status/1667790889715126272,1441375670886535187,
1667754527989325826,Sun Jun 11 04:43:59 +0000 2023,0,Sempat dan udah lama tergiur juga krn hasilnya yg dibilang lebih cepet bisa lepas pasang dll. Tapi untung ga jadi pake https://t.co/m5Zfz6Syhb meskipun udah sempet chat admin dan waktu itu duitnya ga cukup meskipun dibilang diskon jadi bersyukur gapunya duit segitu waktu itu,1667754527989325826,,,in,,0,0,0,https://x.com/undefined/status/1667754527989325826,3311443399,
1667560850469822465,Sun Jun 11 04:37:15 +0000 2023,22,@howtodresvvell Akhirnya smp skg aku nerusin pake aligner / helm gigi ini Iyalah drpd kebuang percuma duit 14 juta. Udah dpt motor bit Pesenku buat yg ambil program rataid jgn kemakan promo 5 jutaannya Jika ditanya kesiapan bilang aja siapnya 5 juta sesuai hrg promo,1667752833582796800,,qinkqonk,in,,0,2,1,https://x.com/undefined/status/1667752833582796800,170971387,
1667560850469822465,Sun Jun 11 04:09:18 +0000 2023,121,@howtodresvvell Hehehe.. aku juga kena modusnya rataid https://t.co/6RJbMZOrRu,1667745797616828417,https://pbs.twimg.com/media/FyUF9csaUAAzlB2.jpg,howtodresvvell,in,,9,8,19,https://x.com/undefined/status/1667745797616828417,170971387,
1667560850469822465,Sat Jun 10 15:54:23 +0000 2023,6325,lagi googling2 pengen pake jasa https://t.co/tdClbAx0nD eh tiktok ini lewat. gak jadi pake rata dah https://t.co/aEbhAM7HlY,1667560850469822465,https://pbs.twimg.com/ext_tw_video_thumb/1667560714083643392/pu/img/iJN-oYO4xeTF1lXj.jpg,,in,,730,362,1390,https://x.com/undefined/status/1667560850469822465,1247811186957012992,
1494317144409968643,Wed Jan 11 13:35:30 +0000 2023,5,Update today w ke rata id untuk tambal estetik dan scaling w cetak gigi ulang karna udh ga fit alignernya dr sebelum tambal so skrg w gapke aligner samsek nunggu 2 minggu buat dpt aligner barunya klo mau liat gigi w skrg gmna langsung cek tiktok w ya @.megarawijaya,1613167718957748231,,meabsolvera,in,,0,1,0,https://x.com/undefined/status/1613167718957748231,2411576940,
1610815585595817985,Sun Jan 08 09:55:28 +0000 2023,0,@mediocrickey Info scalling murah pls di https://t.co/NmTcSsaUn8 bisa 300an pusing juga aink.,1612025181924626433,,,in,,0,0,0,https://x.com/undefined/status/1612025181924626433,1303891810842861569,
1605495277283966977,Wed Dec 21 15:24:11 +0000 2022,0,@AkmalNr27 akhirnya ada yang omongin pernah mau ngetwit tentang ini tapi nanti ada yg nangkapnya lain. kayaknya pake yg kayak https://t.co/ip0pa7y5XB gitu,1605584926635872256,,AkmalNr27,in,,0,2,0,https://x.com/undefined/status/1605584926635872256,1391408915666018306,
1605507283256979458,Wed Dec 21 13:20:50 +0000 2022,0,@PentolUratt @champagneojan Emang IG nya aktif @rata.id ? Setau ku udah non aktif wkwkwkwk lagian modelnya juga pengungsi unhcr yg hrusnya gk boleh nyari duit di negara transit.,1605553884927336449,,PeriSrengenge,in,,0,1,0,https://x.com/undefined/status/1605553884927336449,1016413184,
1604119240378056704,Sun Dec 18 03:40:58 +0000 2022,0,@jaswinealthea Aku udah terlanjur bayar full rata id tapi belum di apa apain mau refund ko ga di gubris ya,1604320794787557376,,jaswinealthea,in,,0,3,0,https://x.com/undefined/status/1604320794787557376,1074629779276451840,
1590960053606981632,Fri Nov 11 15:12:36 +0000 2022,0,@noneeeeh @ohmybeautybank Noon cb cek rata id,1591086498518302720,,,in,,0,0,0,https://x.com/undefined/status/1591086498518302720,144451696,
1589656613300088832,Wed Nov 09 16:05:27 +0000 2022,0,@NJHPURBA di https://t.co/bQcE1MVILc kak,1590375019708055552,,renandikaa,tl,,0,0,0,https://x.com/undefined/status/1590375019708055552,999536498155307010,
1588818439216697344,Sun Nov 06 05:41:16 +0000 2022,0,@Askrlfess agak overbite krn gusi dan gigiku besar2. pernah pake behel membaik cm ak galanjut. mau rencana pake https://t.co/ozlEEMJKBc soon. ngerasa makin berumur makin berubah bentuk gigi+rahang.,1589130775940960256,,Askrlfess,in,,0,0,0,https://x.com/undefined/status/1589130775940960256,2757318493,
1583289597399662592,Fri Oct 21 02:55:13 +0000 2022,0,@ohmybeautybank Coba pke aligner nder.. lebih jelasnya bisa cek Ig https://t.co/sKBz9xUerU,1583290784480374784,,ohmybeautybank,in,,0,0,0,https://x.com/undefined/status/1583290784480374784,1224016513977290752,
1579330536535126016,Tue Oct 11 16:03:06 +0000 2022,0,@SafiyyaRaima Sudah pernah Makai https://t.co/ShmS0uMHnB kak ?,1579865180636577793,,SafiyyaRaima,in,,0,0,0,https://x.com/undefined/status/1579865180636577793,1167752146646814720,
1571017072393748481,Sat Sep 17 06:03:52 +0000 2022,0,ke canggu sabtu gini yakali gak macet tapi demi https://t.co/5fTYPvu5oy ye w temenin,1571017072393748481,,,in,,0,0,0,https://x.com/undefined/status/1571017072393748481,1184026328183369728,
1569641883256913921,Tue Sep 13 10:59:22 +0000 2022,1,Kmrn w konsul akhir pemakaian https://t.co/1cVZHEySiA buat scan retainer yg bakal dipake nantinya. Trus kan konsul segala macem ya gigi w yg rahang atas padahal belom sesuai ama yg w mau eh dokternya blg udah ok. Akbirnya yg bawah bisa pake retainer tu.,1569641883256913921,,,in,,0,1,0,https://x.com/undefined/status/1569641883256913921,1089895445902446594,
1564482662689304577,Tue Aug 30 05:59:08 +0000 2022,1,@yepyepyow Naa raman diay na ayaw kabalaka xaler rata id jud makulbaan HAHHAHAHAHAHHAHAHAHAHHAHAHAHAHHAHAHAHAHHAHAHHAH,1564492899366350848,,yepyepyow,tl,,0,0,0,https://x.com/undefined/status/1564492899366350848,1167836052,
1564100074077966336,Mon Aug 29 03:59:36 +0000 2022,0,@sbyfess Ada namanya aligner coba punya https://t.co/JJf2GmbBQ0 tuh dia ada paket dan ada kliniknya di sby,1564100427725295617,,sbyfess,in,,0,0,0,https://x.com/undefined/status/1564100427725295617,1205669094873128960,
1563833826580713472,Sun Aug 28 10:28:21 +0000 2022,0,@ohmybeautybank mending pake behel ato aligner yg kaya rata id itu?,1563835874432786434,,ohmybeautybank,in,,0,1,0,https://x.com/undefined/status/1563835874432786434,1470397067809808384,
1563550216166318082,Sat Aug 27 15:33:15 +0000 2022,1,work! haloo disini ada yg kerja di rata . id ga yaaa???,1563550216166318082,,,in,,0,1,0,https://x.com/undefined/status/1563550216166318082,1244597361826885636,
1555497042088443904,Fri Aug 05 10:16:56 +0000 2022,0,@faizsadad_ Aku tetep saranin https://t.co/sEPAUzlukj sih izzz,1555498081244053504,,faizsadad_,in,,0,0,0,https://x.com/undefined/status/1555498081244053504,1196112947136696321,
1546704865950584833,Mon Jul 25 06:22:25 +0000 2022,0,@tryharderbitj @womanfeeds_id Halo kak kalau pakai https://t.co/r4W43dfbJl biayanya berapa Kak?,1551452793357053952,,meowrcurry,in,,0,1,0,https://x.com/undefined/status/1551452793357053952,1121432304302223360,
1550746234209460224,Sat Jul 23 07:47:38 +0000 2022,0,23 Juni 2022. Masih dari https://t.co/Jno6QyvKYh kali ini dapat giveaway UWhite kit senilai 599rb. Hadiahnya bebas milih di gambar ke dua. Didapat dg cara isi testimoni selama pakai produk dari Rata. https://t.co/8u4jpwJU0h,1550749462326562816,https://pbs.twimg.com/media/FYVeafQaQAAsN6u.jpg,hakk4man,in,,0,1,0,https://x.com/undefined/status/1550749462326562816,276806540,
1550746234209460224,Sat Jul 23 07:42:13 +0000 2022,0,18 Juli 2022. Menang giveaway saldo e-wallet 25rb dari https://t.co/Jno6QyMO0h. Kali ini bukan diundi tapi 125 orang tercepat yang isi form NPS pengguna Rata. https://t.co/kF0dDLttAa,1550748102100865024,https://pbs.twimg.com/media/FYVdLS6aUAA_Xe0.jpg,hakk4man,in,,0,1,0,https://x.com/undefined/status/1550748102100865024,276806540,
1547833851526885379,Fri Jul 15 06:42:02 +0000 2022,0,Pgn pake https://t.co/BBbGaWpCh0,1547833851526885379,,,in,,0,0,0,https://x.com/undefined/status/1547833851526885379,1478346744047886337,
1547184460214349825,Wed Jul 13 12:01:33 +0000 2022,0,@Putriindah_ Coba cek https://t.co/mG0OuxnWq4 pean coba sik nek sukses aku melu... Wkwkwkwk...,1547189485909069824,,Putriindah_,in,,0,1,0,https://x.com/undefined/status/1547189485909069824,147275748,
1546704865950584833,Tue Jul 12 10:28:01 +0000 2022,0,@womanfeeds_id Pake https://t.co/pJKXCC6g0J aja nder kayanya segitu udah sampe beres deh,1546803561178099713,,womanfeeds_id,in,,0,1,0,https://x.com/undefined/status/1546803561178099713,1236734003744399360,
1546494783354716160,Mon Jul 11 14:07:29 +0000 2022,0,@dyonigiri Mjb rata id itu kek mana ya?,1546496400640589824,,dyonigiri,in,,0,1,0,https://x.com/undefined/status/1546496400640589824,1349694194286092290,
1546494783354716160,Mon Jul 11 14:03:42 +0000 2022,11,Kalo di indo tuh pake rata id ya... bukan behel...,1546495450144194560,,dyonigiri,in,,0,2,0,https://x.com/undefined/status/1546495450144194560,1003986712773603330,
1546096919201853442,Sun Jul 10 11:45:44 +0000 2022,0,@ohmybeautybank Aku pakai behel tp kalo km nanya cara lain bisa pakai aligner dr https://t.co/zFMNfamj2G,1546098341230288897,,ohmybeautybank,in,,0,0,0,https://x.com/undefined/status/1546098341230288897,1255958360337178624,
1543563320891822082,Sun Jul 03 11:57:42 +0000 2022,0,@SetengahChina Iyaaa Rata ID ,1543564640080183298,,,in,,0,0,0,https://x.com/undefined/status/1543564640080183298,1198969073461125123,
1542414272533147648,Thu Jun 30 07:47:56 +0000 2022,0,Info loker dari https://t.co/OGLImHvar5 - Jr. Web Frontend #lokercot #lokerpam #karirfess https://t.co/dw1ZJdRPfJ,1542414618382872576,https://pbs.twimg.com/media/FWfBsj5UEAAcwfz.jpg,lokercot,in,,0,1,0,https://x.com/undefined/status/1542414618382872576,1539599699250139137,
1542033124171067392,Wed Jun 29 07:52:12 +0000 2022,0,@lemonbarie Selamat siang. Dari data yg kami dapatkan utk stasiun terdekat dngn alamat PURE Dental Aesthetic (a partner of https://t.co/ela6qMjNkQ) Wh Jl. KH Wahid Hasyim No.47 RT.1/RW.4 Gondangdia Kec. Menteng tersedia Stasiun Gondangdia dgn jarak tempuh ±550m. Tks.,1542053305530327046,,lemonbarie,in,,0,1,0,https://x.com/undefined/status/1542053305530327046,341987176,
1541323480091611137,Mon Jun 27 07:32:08 +0000 2022,9,Akhirnya layak juga untuk senyum pake gigi terima kasih https://t.co/IjqoqGSVZa https://t.co/zqCwVe5WRq,1541323480091611137,https://pbs.twimg.com/media/FWPhhpfUAAEphuI.jpg,,in,,0,3,0,https://x.com/undefined/status/1541323480091611137,283639005,
1537473141634609152,Thu Jun 16 16:42:38 +0000 2022,0,@metereologyy @ohmybeautybank Not sender tapi ini maksudnya kayak https://t.co/McDqZ2lmSu itu bukan kak?,1537475752165134336,,metereologyy,in,,0,1,0,https://x.com/undefined/status/1537475752165134336,1141044717934694400,
1535519288765054976,Sat Jun 11 07:08:40 +0000 2022,4,Rata id Pemutih Gigi UWhite Kit : 539.000 : https://t.co/GQdmYajCrG https://t.co/H8P6wFQquY,1535519369253761024,https://pbs.twimg.com/media/FU9CtzzaAAAdWVk.jpg,MaIeProducts,in,,0,0,0,https://x.com/undefined/status/1535519369253761024,1480071864621752320,
1533381951713058816,Sun Jun 05 18:15:14 +0000 2022,0,@crimsonr3dflwr @tarkoviva @ohmybeautybank Sering pas ga sengaja kefoto waktu ketawa gitu berasa jelek bgt. Pernah konsul online di https://t.co/neEt15oD4Z biaya diatas 5jt. Menurutku mahal bgt tapi pengen ngerapiin gigi ,1533512785765625857,,btadineobatkamu,in,,0,0,0,https://x.com/undefined/status/1533512785765625857,1114191644826320896,
1532622143996850176,Fri Jun 03 07:16:08 +0000 2022,0,temen-temen ada yang pernah coba perawatan aligners dari https://t.co/uvME0FKKoo? Boleh drop reviewnya ya. Terima kasih,1532622143996850176,,,in,,0,0,0,https://x.com/undefined/status/1532622143996850176,1436600843529162753,
1532268309273772033,Fri Jun 03 02:12:34 +0000 2022,0,@convomf pake @rata.id cari aja di ig soalnya temen ada yg pake dan dia jg gamau pake behel sama kek sender,1532545749166137344,,convomf,in,,0,0,0,https://x.com/undefined/status/1532545749166137344,1166668121135910912,
1532268309273772033,Thu Jun 02 07:57:46 +0000 2022,0,@convomf yang rata id itu bisa,1532270233502633984,,convomf,in,,0,0,0,https://x.com/undefined/status/1532270233502633984,1277106979953979392,
1532027901604163584,Wed Jun 01 15:54:50 +0000 2022,0,Rasanya pengen nyoba pake https://t.co/EdQTvTJ4NK ,1532027901604163584,,,in,,0,0,0,https://x.com/undefined/status/1532027901604163584,3286179660,
1529326012734902272,Wed May 25 06:16:42 +0000 2022,0,@__20min Rata id,1529345696091893760,,__20min,in,,0,0,0,https://x.com/undefined/status/1529345696091893760,1351113665156698114,
1528995993705848832,Tue May 24 07:07:06 +0000 2022,0,Solusi gigi rata tanpa behel https://t.co/XAZAuRydyE,1528995993705848832,,,in,,0,0,0,https://x.com/undefined/status/1528995993705848832,1079628559,
1525887491336974337,Sun May 15 17:17:45 +0000 2022,0,@tanyakanrl Ada apa ya namanya. Yang bening itu loh terus dimasukin ke gigi. Dari https://t.co/R0yesgBpUZ?,1525888174954024960,,tanyakanrl,in,,0,0,0,https://x.com/undefined/status/1525888174954024960,1300107485135515648,
1524748959163461636,Thu May 12 13:50:54 +0000 2022,0,rata(.) id ini beneran bisa ngeratain gigi gasi?,1524748959163461636,,,in,,0,0,0,https://x.com/undefined/status/1524748959163461636,1108673480373882880,
